fact_table_natural_key,accm_txn_complete_time
R30784,2022-05-15 08:07:33
R67330,2022-05-14 22:13:39
R50259,2022-05-15 04:36:37
R38433,2022-05-14 03:17:31
R19442,2022-05-15 06:55:50
R61684,2022-05-15 10:27:38
R31070,2022-05-15 01:18:48
R69744,2022-05-14 00:11:24
R10126,2022-05-15 17:43:08
R56756,2022-05-15 21:02:45
R33710,2022-05-14 08:42:57
R46619,2022-05-15 11:02:02
R80693,2022-05-15 08:46:39
R27737,2022-05-14 23:45:57
R85855,2022-05-14 23:12:42
R24255,2022-05-15 15:31:51
R31496,2022-05-14 04:26:45
R14939,2022-05-15 00:34:00
R40325,2022-05-15 12:03:58
R62140,2022-05-14 05:47:11
R18342,2022-05-14 10:14:58
R35182,2022-05-15 01:24:00
R84180,2022-05-14 05:11:58
R47877,2022-05-14 06:40:12
R32829,2022-05-14 02:36:47
R66729,2022-05-14 15:53:59
R69316,2022-05-14 07:02:59
R51186,2022-05-15 08:58:13
R18868,2022-05-14 05:15:52
R16072,2022-05-14 04:36:20
R37577,2022-05-14 19:37:31
R28097,2022-05-15 20:57:46
R34473,2022-05-14 07:24:52
R27419,2022-05-14 12:14:16
R23090,2022-05-14 14:48:10
R83781,2022-05-14 10:45:19
R62817,2022-05-14 09:37:02
R25303,2022-05-15 18:33:29
R79031,2022-05-15 15:55:46
R66807,2022-05-15 03:04:33
R17283,2022-05-14 06:35:08
R33682,2022-05-15 12:07:20
R30768,2022-05-14 06:39:50
R78186,2022-05-14 02:30:15
R86017,2022-05-14 10:59:52
R61008,2022-05-14 07:24:32
R54622,2022-05-15 04:17:35
R36440,2022-05-15 11:10:24
R71801,2022-05-15 21:27:52
R69572,2022-05-14 01:07:49
R73276,2022-05-14 14:52:51
R15171,2022-05-14 05:10:14
R18923,2022-05-15 06:49:45
R82731,2022-05-14 15:11:12
R79617,2022-05-14 06:13:07
R76595,2022-05-15 04:37:02
R13237,2022-05-14 05:30:04
R33056,2022-05-15 10:56:12
R59673,2022-05-14 14:34:03
R66324,2022-05-15 07:48:09
R75224,2022-05-14 18:32:46
R34081,2022-05-15 21:55:26
R70964,2022-05-15 06:35:32
R55162,2022-05-14 04:42:26
R89839,2022-05-15 18:56:56
R75722,2022-05-14 05:45:30
R45632,2022-05-15 07:52:17
R55554,2022-05-14 02:52:17
R37819,2022-05-14 16:04:08
R83545,2022-05-14 23:42:40
R19596,2022-05-14 11:31:29
R39872,2022-05-14 17:12:18
R68358,2022-05-15 15:45:29
R12690,2022-05-14 12:15:19
R41929,2022-05-15 00:32:58
R33828,2022-05-14 06:49:11
R34587,2022-05-15 23:51:22
R10093,2022-05-15 05:35:36
R31343,2022-05-14 19:53:20
R89002,2022-05-14 04:55:15
R42283,2022-05-14 04:10:05
R17427,2022-05-15 03:35:19
R53713,2022-05-14 13:28:33
R82349,2022-05-14 20:40:29
R56508,2022-05-15 01:25:45
R26354,2022-05-14 08:42:59
R72232,2022-05-15 21:46:28
R24196,2022-05-14 13:55:37
R78781,2022-05-14 07:45:09
R41361,2022-05-15 11:12:10
R80856,2022-05-14 22:40:48
R21810,2022-05-15 10:19:52
R27136,2022-05-14 02:56:07
R40277,2022-05-14 20:00:10
R68973,2022-05-14 02:59:16
R39617,2022-05-14 01:45:15
R86478,2022-05-15 05:54:55
R43339,2022-05-14 06:43:11
R28996,2022-05-15 06:55:19
R51506,2022-05-15 17:29:21
R30002,2022-05-14 10:12:14
R86551,2022-05-15 14:22:42
R16377,2022-05-14 21:11:04
R29951,2022-05-14 23:45:09
R18290,2022-05-15 09:41:13
R69939,2022-05-14 07:17:25
R23798,2022-05-15 04:04:07
R55860,2022-05-15 07:58:14
R56783,2022-05-15 05:21:08
R19426,2022-05-15 08:26:10
R81211,2022-05-15 04:11:33
R52896,2022-05-15 18:12:05
R15337,2022-05-14 08:01:54
R77462,2022-05-14 00:44:36
R76909,2022-05-14 19:32:40
R88927,2022-05-14 05:02:30
R54091,2022-05-15 05:26:25
R56042,2022-05-15 04:57:07
R62227,2022-05-14 03:29:53
R31840,2022-05-14 21:41:45
R57631,2022-05-14 21:01:27
R53394,2022-05-14 15:04:21
R18418,2022-05-14 04:06:51
R85565,2022-05-14 23:21:17
R77466,2022-05-14 06:34:43
R53680,2022-05-14 19:14:21
R38486,2022-05-14 16:46:40
R82503,2022-05-14 18:24:54
R13202,2022-05-15 23:55:20
R57606,2022-05-14 09:41:47
R57077,2022-05-14 05:50:11
R56519,2022-05-15 04:12:02
R84324,2022-05-14 08:41:29
R50148,2022-05-14 20:55:31
R49939,2022-05-15 16:55:52
R30153,2022-05-15 22:07:26
R83350,2022-05-14 18:11:43
R30696,2022-05-14 00:40:21
R84867,2022-05-14 17:56:51
R71587,2022-05-14 13:32:19
R75190,2022-05-15 05:20:17
R18263,2022-05-14 15:00:11
R65782,2022-05-15 23:57:29
R38091,2022-05-15 04:20:36
R78908,2022-05-14 07:55:12
R72057,2022-05-14 12:59:14
R47615,2022-05-14 07:15:17
R51179,2022-05-15 23:00:03
R43004,2022-05-14 14:14:20
R49730,2022-05-15 05:29:16
R65043,2022-05-15 07:08:58
R30207,2022-05-15 14:54:58
R58168,2022-05-14 18:46:38
R18586,2022-05-14 03:08:44
R47805,2022-05-15 06:56:29
R13908,2022-05-15 02:12:05
R49381,2022-05-14 17:04:59
R57438,2022-05-14 01:09:31
R57797,2022-05-15 17:21:24
R78862,2022-05-15 08:01:38
R19952,2022-05-15 06:38:16
R17784,2022-05-14 12:01:51
R69529,2022-05-15 15:13:51
R64645,2022-05-15 14:10:19
R68666,2022-05-15 14:29:22
R55216,2022-05-14 22:16:24
R31056,2022-05-14 03:04:04
R40137,2022-05-14 10:18:29
R67755,2022-05-14 16:44:49
R78352,2022-05-14 17:18:26
R85807,2022-05-15 06:56:32
R69510,2022-05-14 19:34:41
R43807,2022-05-14 14:48:58
R74227,2022-05-14 11:27:50
R20911,2022-05-15 06:35:27
R88582,2022-05-15 20:41:25
R82249,2022-05-14 13:58:26
R54674,2022-05-15 05:50:59
R39121,2022-05-15 17:55:44
R80190,2022-05-14 22:48:34
R25863,2022-05-14 23:53:37
R15742,2022-05-15 03:59:58
R43058,2022-05-15 00:50:39
R42274,2022-05-15 04:27:40
R13106,2022-05-14 22:49:57
R38557,2022-05-15 19:26:39
R49927,2022-05-14 00:44:19
R87998,2022-05-15 14:14:27
R31178,2022-05-14 12:43:45
R60952,2022-05-14 16:17:45
R78544,2022-05-15 04:12:40
R18577,2022-05-14 09:58:59
R35378,2022-05-14 09:56:51
R39871,2022-05-14 11:30:59
R55191,2022-05-15 08:12:56
R64747,2022-05-15 18:43:40
R55412,2022-05-14 23:19:34
R33840,2022-05-15 04:08:19
R39577,2022-05-14 21:08:45
R74969,2022-05-15 02:00:11
R89070,2022-05-15 09:57:11
R86872,2022-05-14 17:46:24
R45619,2022-05-15 16:23:54
R71746,2022-05-14 17:35:12
R83082,2022-05-14 09:05:49
R14981,2022-05-14 00:44:11
R59899,2022-05-15 22:02:35
R57538,2022-05-15 15:34:51
R53203,2022-05-15 13:21:09
R18568,2022-05-15 03:45:32
R38750,2022-05-14 23:00:00
R62490,2022-05-14 13:47:28
R24806,2022-05-15 22:50:42
R62357,2022-05-14 15:12:01
R44756,2022-05-15 05:47:15
R32298,2022-05-15 06:53:49
R84887,2022-05-14 13:40:05
R73107,2022-05-15 19:27:27
R16144,2022-05-15 14:05:18
R58175,2022-05-14 16:21:18
R89386,2022-05-14 21:08:25
R69844,2022-05-15 06:33:03
R83612,2022-05-15 07:17:26
R16238,2022-05-14 13:02:12
R36848,2022-05-14 10:57:12
R38044,2022-05-15 13:05:48
R44033,2022-05-15 21:33:03
R66248,2022-05-15 04:13:52
R39354,2022-05-14 11:02:46
R19678,2022-05-14 17:48:18
R32065,2022-05-15 20:12:35
R78401,2022-05-14 04:47:45
R16693,2022-05-14 01:03:06
R28646,2022-05-15 17:52:41
R89237,2022-05-14 08:54:35
R33156,2022-05-15 16:11:30
R37589,2022-05-15 18:34:33
R45094,2022-05-14 00:49:53
R32316,2022-05-15 23:16:41
R15647,2022-05-15 23:35:23
R74970,2022-05-14 03:55:13
R40982,2022-05-15 19:36:19
R84072,2022-05-15 09:48:54
R25454,2022-05-15 11:54:48
R10720,2022-05-14 01:07:06
R80923,2022-05-14 14:07:20
R39716,2022-05-15 22:20:53
R17242,2022-05-14 06:00:11
R55631,2022-05-14 13:33:21
R72511,2022-05-15 20:04:50
R26874,2022-05-14 03:58:07
R22829,2022-05-14 08:11:44
R55194,2022-05-14 17:32:24
R15707,2022-05-15 14:04:53
R82392,2022-05-14 14:24:07
R80149,2022-05-15 03:32:01
R32713,2022-05-15 16:38:12
R73529,2022-05-15 01:42:44
R33378,2022-05-14 10:26:21
R36611,2022-05-15 03:16:55
R30472,2022-05-14 14:50:16
R46354,2022-05-14 03:37:38
R49735,2022-05-14 21:28:22
R40030,2022-05-14 21:20:02
R53172,2022-05-15 04:09:02
R11891,2022-05-14 16:12:44
R25224,2022-05-15 13:46:35
R64178,2022-05-14 17:51:00
R85929,2022-05-15 23:44:38
R34561,2022-05-15 01:12:17
R10818,2022-05-15 17:05:43
R31752,2022-05-14 09:27:08
R76238,2022-05-14 10:45:04
R62634,2022-05-15 07:47:49
R65228,2022-05-14 00:56:08
R56113,2022-05-15 21:13:38
R51992,2022-05-14 21:39:04
R80557,2022-05-14 21:13:54
R60626,2022-05-15 23:12:27
R67808,2022-05-15 04:42:00
R77944,2022-05-14 20:03:59
R84664,2022-05-15 00:00:42
R88363,2022-05-14 20:16:02
R47185,2022-05-14 16:31:52
R24162,2022-05-15 12:52:41
R86666,2022-05-14 02:39:07
R50207,2022-05-14 15:20:27
R39681,2022-05-15 15:41:57
R35262,2022-05-14 08:45:58
R57221,2022-05-14 23:00:55
R70298,2022-05-15 18:14:59
R28921,2022-05-14 22:49:14
R80383,2022-05-15 00:59:20
R17811,2022-05-15 15:26:34
R84061,2022-05-15 14:32:16
R25447,2022-05-15 08:01:30
R76237,2022-05-15 01:31:02
R18652,2022-05-15 16:19:09
R27193,2022-05-14 15:55:20
R17816,2022-05-14 06:32:17
R10196,2022-05-14 16:52:01
R24546,2022-05-14 03:57:33
R12264,2022-05-15 11:34:11
R82600,2022-05-14 23:35:40
R38887,2022-05-14 15:08:44
R71035,2022-05-15 15:31:04
R45408,2022-05-15 21:16:47
R67347,2022-05-14 09:28:40
R21156,2022-05-14 10:30:56
R28970,2022-05-14 09:01:24
R15622,2022-05-15 19:16:06
R17407,2022-05-14 08:30:36
R62548,2022-05-14 16:08:28
R63484,2022-05-14 22:23:55
R28225,2022-05-14 18:11:21
R22173,2022-05-14 05:11:16
R35297,2022-05-15 10:25:27
R64206,2022-05-14 00:24:04
R19834,2022-05-15 10:21:15
R27943,2022-05-14 03:12:46
R48233,2022-05-15 12:39:18
R67603,2022-05-15 10:38:21
R26919,2022-05-14 13:58:39
R63526,2022-05-15 04:32:10
R75960,2022-05-14 11:26:26
R10583,2022-05-14 01:53:49
R76884,2022-05-15 08:35:35
R61352,2022-05-15 16:02:32
R61004,2022-05-14 10:38:35
R24829,2022-05-14 11:16:32
R28181,2022-05-14 13:00:58
R25322,2022-05-15 14:46:44
R38920,2022-05-14 16:59:16
R67688,2022-05-15 19:02:59
R62401,2022-05-15 08:02:27
R34690,2022-05-15 06:49:22
R26529,2022-05-14 00:14:50
R79881,2022-05-14 13:14:56
R26061,2022-05-14 18:25:26
R66197,2022-05-15 04:13:20
R18315,2022-05-14 15:52:02
R41288,2022-05-14 06:59:29
R43611,2022-05-15 02:07:00
R41677,2022-05-14 19:39:10
R18747,2022-05-14 13:06:55
R20010,2022-05-14 21:02:22
R75736,2022-05-15 13:23:24
R27373,2022-05-15 16:43:40
R38171,2022-05-14 02:05:34
R63655,2022-05-15 07:20:54
R67378,2022-05-14 07:35:57
R20892,2022-05-15 04:30:11
R77566,2022-05-14 00:58:37
R67526,2022-05-15 19:18:50
R87547,2022-05-15 14:04:01
R65932,2022-05-15 20:27:27
R86066,2022-05-14 02:28:54
R16181,2022-05-14 06:00:32
R47982,2022-05-15 10:14:07
R72800,2022-05-14 05:05:22
R78960,2022-05-15 19:32:50
R32020,2022-05-14 13:06:11
R70277,2022-05-14 16:42:49
R64171,2022-05-14 13:22:12
R34101,2022-05-14 02:45:42
R53435,2022-05-15 04:41:19
R44367,2022-05-14 00:42:46
R23419,2022-05-14 17:58:57
R35482,2022-05-14 20:23:08
R88383,2022-05-15 08:39:25
R40035,2022-05-14 19:11:40
R13704,2022-05-14 18:03:09
R82626,2022-05-15 13:39:43
R34733,2022-05-15 15:56:39
R66903,2022-05-15 14:46:45
R88960,2022-05-14 07:21:25
R45913,2022-05-14 08:56:15
R22876,2022-05-15 18:40:47
R49453,2022-05-14 06:40:51
R50062,2022-05-14 09:25:44
R46545,2022-05-14 15:02:43
R56715,2022-05-14 16:18:51
R78611,2022-05-14 15:16:47
R48529,2022-05-14 06:00:11
R67815,2022-05-15 01:05:50
R10122,2022-05-14 01:28:54
R35817,2022-05-15 15:04:23
R18812,2022-05-15 02:00:01
R74588,2022-05-15 01:04:19
R47876,2022-05-15 02:36:01
R41726,2022-05-15 12:43:36
R12894,2022-05-15 02:55:46
R64085,2022-05-14 19:48:34
R10951,2022-05-14 20:34:55
R60935,2022-05-15 11:22:58
R14799,2022-05-15 17:10:43
R37778,2022-05-14 10:12:09
R84532,2022-05-14 01:46:49
R65440,2022-05-14 12:55:47
R35900,2022-05-15 00:32:58
R77972,2022-05-15 08:22:42
R23160,2022-05-15 22:23:19
R33354,2022-05-15 20:56:32
R11336,2022-05-15 20:29:27
R37372,2022-05-15 07:41:39
R10159,2022-05-15 16:51:09
R78150,2022-05-14 04:53:40
R18465,2022-05-15 19:46:16
R61861,2022-05-15 15:58:02
R47784,2022-05-15 00:19:50
R76947,2022-05-14 12:31:58
R62160,2022-05-14 06:20:20
R85425,2022-05-14 20:54:15
R18171,2022-05-14 14:23:20
R71236,2022-05-14 18:55:03
R25256,2022-05-15 01:47:48
R34443,2022-05-14 20:28:04
R63816,2022-05-15 14:37:32
R30985,2022-05-14 01:02:32
R69128,2022-05-14 04:12:26
R78379,2022-05-14 04:58:03
R62456,2022-05-15 19:10:31
R39019,2022-05-15 15:10:00
R58050,2022-05-14 18:07:37
R47316,2022-05-15 01:34:08
R13090,2022-05-15 15:15:31
R73763,2022-05-15 04:49:58
R85956,2022-05-14 00:54:43
R49784,2022-05-14 06:10:15
R76602,2022-05-14 21:30:42
R29541,2022-05-14 14:10:42
R63782,2022-05-15 23:38:44
R38704,2022-05-15 09:45:05
R32135,2022-05-15 11:56:14
R27695,2022-05-14 01:18:38
R52600,2022-05-15 22:53:20
R76685,2022-05-14 16:16:34
R68847,2022-05-15 14:26:46
R35047,2022-05-15 09:47:48
R59983,2022-05-14 16:19:43
R15230,2022-05-14 16:22:08
R75679,2022-05-14 13:05:26
R61422,2022-05-14 22:58:54
R63967,2022-05-14 06:44:36
R61137,2022-05-15 04:03:04
R61118,2022-05-14 22:22:05
R70291,2022-05-15 11:42:23
R46405,2022-05-15 11:38:49
R57586,2022-05-14 20:54:24
R89474,2022-05-15 22:36:54
R49668,2022-05-14 14:22:06
R37913,2022-05-15 04:56:37
R60022,2022-05-15 23:56:36
R83498,2022-05-15 04:48:21
R23926,2022-05-15 22:23:04
R39584,2022-05-15 19:51:56
R33181,2022-05-15 21:27:15
R79345,2022-05-15 05:29:41
R71942,2022-05-14 20:28:56
R69831,2022-05-14 02:36:15
R22450,2022-05-14 01:33:12
R35174,2022-05-15 05:44:55
R15257,2022-05-14 04:12:45
R56709,2022-05-15 04:08:03
R83193,2022-05-15 23:25:43
R86638,2022-05-15 21:20:31
R52899,2022-05-15 06:54:28
R40725,2022-05-14 04:59:17
R82807,2022-05-14 12:24:46
R26792,2022-05-15 10:03:39
R78447,2022-05-14 13:29:10
R63171,2022-05-15 09:54:00
R61146,2022-05-15 18:43:42
R46573,2022-05-15 11:29:38
R83703,2022-05-14 23:38:23
R20507,2022-05-15 10:15:45
R63583,2022-05-14 00:32:46
R32070,2022-05-14 22:37:30
R61291,2022-05-15 06:36:55
R70260,2022-05-15 07:21:10
R33833,2022-05-15 17:53:05
R61062,2022-05-14 17:01:17
R55300,2022-05-14 16:40:36
R71161,2022-05-15 06:17:01
R28772,2022-05-14 11:42:22
R33957,2022-05-14 01:36:23
R74229,2022-05-14 03:44:30
R13454,2022-05-14 17:52:45
R20866,2022-05-15 15:49:38
R86004,2022-05-14 12:17:10
R46916,2022-05-14 19:00:02
R70551,2022-05-15 23:35:49
R69129,2022-05-14 03:16:22
R70276,2022-05-15 02:19:22
R39693,2022-05-14 04:03:00
R25548,2022-05-15 04:24:05
R73716,2022-05-15 08:18:35
R47617,2022-05-15 02:43:40
R37773,2022-05-14 21:41:54
R54971,2022-05-15 20:37:00
R43756,2022-05-14 07:50:28
R24352,2022-05-15 13:34:39
R39654,2022-05-14 21:11:28
R89663,2022-05-14 14:53:57
R26120,2022-05-15 17:59:19
R78553,2022-05-15 04:20:06
R51632,2022-05-14 14:07:26
R70980,2022-05-14 20:19:22
R58634,2022-05-14 14:22:12
R13646,2022-05-14 13:59:08
R77891,2022-05-14 02:30:30
R19813,2022-05-15 09:06:12
R23239,2022-05-14 13:26:43
R64671,2022-05-15 07:23:48
R23812,2022-05-15 17:45:53
R16668,2022-05-14 02:37:09
R61423,2022-05-15 18:55:48
R70368,2022-05-14 21:55:54
R23420,2022-05-15 01:41:26
R76582,2022-05-15 02:27:59
R46333,2022-05-14 13:27:30
R34351,2022-05-14 04:48:25
R44859,2022-05-15 04:42:49
R84432,2022-05-14 20:12:57
R38721,2022-05-14 08:32:11
R77536,2022-05-15 06:04:05
R19202,2022-05-15 05:28:06
R24354,2022-05-14 18:51:22
R84535,2022-05-14 06:48:10
R44298,2022-05-14 01:54:35
R47667,2022-05-15 05:24:20
R41258,2022-05-15 01:45:58
R50689,2022-05-14 06:37:03
R19999,2022-05-14 21:23:21
R52068,2022-05-15 12:48:44
R68071,2022-05-15 05:18:14
R10683,2022-05-14 15:53:14
R49283,2022-05-15 21:29:21
R38269,2022-05-15 05:06:47
R50096,2022-05-14 13:18:32
R17175,2022-05-15 15:33:05
R30809,2022-05-14 07:03:32
R30551,2022-05-15 20:21:15
R57055,2022-05-15 05:02:14
R15066,2022-05-14 06:17:25
R74670,2022-05-14 13:08:03
R87463,2022-05-15 08:12:59
R55374,2022-05-14 04:46:38
R15812,2022-05-15 19:28:36
R42959,2022-05-14 16:34:51
R45235,2022-05-15 12:57:06
R72430,2022-05-15 19:32:34
R86351,2022-05-15 07:15:13
R33020,2022-05-14 10:05:34
R89226,2022-05-15 16:39:34
R59741,2022-05-14 23:22:17
R71188,2022-05-14 02:15:07
R51246,2022-05-15 11:44:41
R81238,2022-05-15 17:59:01
R46996,2022-05-15 15:52:41
R64282,2022-05-15 21:01:11
R15014,2022-05-15 22:18:51
R57602,2022-05-15 15:10:07
R19683,2022-05-15 00:44:49
R62096,2022-05-14 12:47:13
R43721,2022-05-15 09:49:15
R20916,2022-05-14 02:17:49
R31406,2022-05-14 11:30:38
R86496,2022-05-14 05:44:22
R25302,2022-05-15 05:42:54
R85797,2022-05-14 10:55:49
R77988,2022-05-14 09:41:24
R49480,2022-05-15 23:47:26
R89780,2022-05-15 06:45:53
R62843,2022-05-14 10:19:33
R29472,2022-05-14 20:37:59
R43710,2022-05-14 02:22:23
R83635,2022-05-15 06:30:20
R57558,2022-05-14 19:14:53
R13363,2022-05-15 12:34:57
R74711,2022-05-14 14:35:21
R50124,2022-05-14 14:24:01
R22387,2022-05-15 10:19:59
R13036,2022-05-14 06:01:02
R51162,2022-05-15 00:26:10
R30555,2022-05-14 15:39:09
R62866,2022-05-14 08:07:06
R76613,2022-05-15 22:56:27
R38420,2022-05-15 02:25:42
R51421,2022-05-14 18:04:15
R11333,2022-05-14 13:02:15
R14328,2022-05-15 15:35:41
R48585,2022-05-15 15:12:06
R81551,2022-05-15 15:30:35
R21706,2022-05-15 12:37:54
R85835,2022-05-14 06:37:12
R36688,2022-05-14 06:04:30
R13599,2022-05-14 02:19:00
R89898,2022-05-14 22:16:57
R38401,2022-05-14 17:23:26
R13421,2022-05-15 23:49:31
R51459,2022-05-14 14:16:32
R42761,2022-05-14 19:17:06
R75259,2022-05-14 12:51:51
R35505,2022-05-14 13:13:55
R83784,2022-05-15 05:28:20
R59054,2022-05-15 11:13:28
R85770,2022-05-15 18:20:22
R88194,2022-05-15 21:40:44
R62463,2022-05-15 16:38:48
R75926,2022-05-14 07:00:12
R58127,2022-05-14 20:46:14
R13221,2022-05-15 13:28:12
R36583,2022-05-14 10:37:16
R66351,2022-05-14 22:53:26
R24650,2022-05-15 15:22:06
R38851,2022-05-15 17:39:08
R83417,2022-05-15 07:18:44
R62700,2022-05-14 11:13:23
R61438,2022-05-15 02:48:22
R52695,2022-05-15 00:00:15
R37833,2022-05-15 13:54:50
R46111,2022-05-15 18:07:27
R10288,2022-05-15 20:50:52
R68682,2022-05-14 07:57:13
R41554,2022-05-14 14:22:45
R63049,2022-05-14 20:07:16
R11446,2022-05-15 12:56:36
R54243,2022-05-14 06:36:20
R56937,2022-05-15 19:11:52
R59898,2022-05-14 00:23:45
R27247,2022-05-15 10:11:17
R40431,2022-05-15 23:25:58
R63169,2022-05-15 19:25:23
R57874,2022-05-15 15:38:51
R20024,2022-05-15 17:49:37
R37521,2022-05-14 23:59:49
R78530,2022-05-14 18:43:53
R45212,2022-05-15 10:47:19
R76511,2022-05-14 16:13:20
R89949,2022-05-14 08:25:10
R88044,2022-05-15 02:32:54
R38165,2022-05-14 11:01:13
R45768,2022-05-14 15:39:23
R52001,2022-05-14 16:22:10
R58184,2022-05-14 20:22:13
R15236,2022-05-15 10:44:16
R44072,2022-05-14 11:22:19
R13463,2022-05-15 06:20:37
R76550,2022-05-14 22:33:29
R38762,2022-05-15 05:31:36
R60125,2022-05-14 21:54:31
R21690,2022-05-14 04:31:37
R88512,2022-05-14 19:24:39
R50707,2022-05-15 09:33:48
R18347,2022-05-14 02:34:12
R20479,2022-05-14 19:59:08
R13784,2022-05-15 07:46:49
R34865,2022-05-14 20:35:52
R43466,2022-05-15 03:00:27
R54771,2022-05-14 18:52:16
R79670,2022-05-15 07:54:18
R44368,2022-05-15 21:48:49
R79840,2022-05-15 07:51:24
R27945,2022-05-15 01:11:40
R17904,2022-05-15 21:59:16
R68590,2022-05-14 20:36:47
R77679,2022-05-15 11:34:59
R73789,2022-05-14 11:37:40
R70061,2022-05-14 08:28:06
R17331,2022-05-15 20:26:45
R49722,2022-05-15 17:14:06
R36000,2022-05-14 02:11:41
R58981,2022-05-15 21:56:42
R78434,2022-05-14 13:58:26
R66321,2022-05-14 12:11:27
R13527,2022-05-14 02:13:01
R77672,2022-05-14 04:17:47
R13054,2022-05-14 08:37:27
R85983,2022-05-15 05:15:36
R19829,2022-05-15 04:54:12
R71556,2022-05-15 17:48:45
R35919,2022-05-15 07:23:42
R56443,2022-05-15 20:17:36
R71547,2022-05-15 02:43:35
R18810,2022-05-14 23:57:40
R19808,2022-05-14 10:16:42
R42170,2022-05-15 02:48:53
R37990,2022-05-15 03:03:01
R56654,2022-05-14 05:43:10
R14260,2022-05-14 09:13:05
R38850,2022-05-15 14:35:49
R48616,2022-05-15 20:32:59
R46403,2022-05-14 22:47:01
R38870,2022-05-15 13:37:06
R13116,2022-05-14 15:54:42
R82962,2022-05-14 13:35:00
R28494,2022-05-15 21:57:24
R10064,2022-05-14 03:57:14
R32023,2022-05-14 06:53:25
R80429,2022-05-15 12:11:56
R25214,2022-05-14 10:17:01
R78975,2022-05-15 02:13:25
R33848,2022-05-14 12:49:01
R83789,2022-05-14 19:42:41
R45598,2022-05-14 06:42:41
R66860,2022-05-14 16:27:12
R33018,2022-05-14 18:46:21
R79298,2022-05-15 19:24:29
R85562,2022-05-15 08:00:50
R49321,2022-05-15 05:04:35
R81093,2022-05-14 17:18:47
R22780,2022-05-14 07:16:55
R33616,2022-05-15 20:54:16
R61573,2022-05-15 17:42:28
R22222,2022-05-14 03:34:41
R54912,2022-05-15 20:43:00
R60426,2022-05-14 18:45:29
R22215,2022-05-15 21:56:16
R69148,2022-05-14 08:05:54
R38164,2022-05-15 02:09:11
R47234,2022-05-14 13:54:10
R22837,2022-05-15 03:59:39
R59168,2022-05-14 01:43:04
R21031,2022-05-15 17:50:06
R33843,2022-05-14 00:06:35
R25241,2022-05-14 14:03:11
R37940,2022-05-14 01:19:49
R77435,2022-05-15 01:10:20
R53437,2022-05-14 00:14:25
R35330,2022-05-15 21:43:02
R30301,2022-05-14 22:09:28
R58069,2022-05-15 16:05:44
R20898,2022-05-14 14:07:42
R18846,2022-05-14 18:53:37
R45615,2022-05-15 07:55:07
R57557,2022-05-15 15:32:39
R21530,2022-05-14 09:51:04
R64494,2022-05-14 08:57:32
R81402,2022-05-14 00:58:34
R13761,2022-05-14 17:39:37
R28360,2022-05-15 00:42:19
R70829,2022-05-14 15:13:36
R65801,2022-05-15 15:32:26
R64665,2022-05-15 12:21:57
R13482,2022-05-15 16:50:41
R37666,2022-05-14 19:27:41
R20793,2022-05-15 04:19:55
R58017,2022-05-15 11:41:34
R30610,2022-05-15 13:05:48
R47067,2022-05-15 15:53:56
R87251,2022-05-15 15:38:00
R77619,2022-05-15 17:44:15
R48914,2022-05-15 22:40:17
R81840,2022-05-14 12:41:46
R11166,2022-05-15 00:19:56
R11894,2022-05-14 19:09:15
R51402,2022-05-14 12:51:31
R17565,2022-05-15 03:50:17
R33634,2022-05-14 20:29:02
R32543,2022-05-14 18:51:36
R26457,2022-05-14 14:46:56
R73104,2022-05-14 08:08:24
R12378,2022-05-14 01:15:19
R49645,2022-05-15 15:52:25
R42244,2022-05-15 05:39:15
R86724,2022-05-14 09:19:22
R42973,2022-05-15 23:47:42
R13172,2022-05-14 03:25:09
R73729,2022-05-15 08:20:26
R81849,2022-05-14 18:40:10
R39478,2022-05-14 07:12:04
R72368,2022-05-14 08:05:49
R52642,2022-05-14 07:40:17
R51130,2022-05-15 03:51:34
R21704,2022-05-15 02:39:05
R36454,2022-05-15 20:49:00
R84428,2022-05-15 10:15:10
R60487,2022-05-14 03:27:55
R87606,2022-05-14 23:52:11
R15947,2022-05-15 04:36:54
R35711,2022-05-14 14:48:19
R77458,2022-05-15 14:16:19
R70360,2022-05-15 21:14:53
R48181,2022-05-14 20:23:11
R20782,2022-05-15 10:27:34
R66330,2022-05-14 07:01:21
R46267,2022-05-15 14:59:42
R31902,2022-05-15 12:51:53
R11025,2022-05-15 06:10:22
R62287,2022-05-14 05:03:42
R33620,2022-05-14 22:50:36
R13534,2022-05-14 14:39:32
R83485,2022-05-15 06:42:47
R83234,2022-05-14 19:43:04
R22308,2022-05-14 23:49:24
R57920,2022-05-14 12:27:27
R64723,2022-05-15 21:38:58
R56343,2022-05-15 20:18:25
R80385,2022-05-14 23:00:53
R72432,2022-05-15 10:42:55
R27125,2022-05-14 01:03:29
R49790,2022-05-15 05:50:15
R64230,2022-05-15 23:55:41
R61889,2022-05-14 02:37:22
R15819,2022-05-15 16:11:17
R28611,2022-05-15 11:44:08
R68448,2022-05-15 02:48:15
R16645,2022-05-15 03:59:46
R52427,2022-05-14 06:38:22
R81554,2022-05-15 07:32:51
R66513,2022-05-14 02:44:48
R52893,2022-05-14 12:05:50
R68065,2022-05-15 21:22:26
R36112,2022-05-15 10:26:07
R58107,2022-05-14 05:29:20
R71058,2022-05-14 15:40:18
R65628,2022-05-15 16:59:14
R81603,2022-05-15 09:18:21
R31452,2022-05-14 04:18:38
R36721,2022-05-15 16:36:37
R36225,2022-05-14 16:11:47
